,Movie Name,Imdb Ratings,Genre,Run Time,Director,Stars,Votes,Certificate
136,The Muppet Movie (1979),7.6,"Adventure, Comedy, Family",95 min,James Frawley,"Jim Henson,Frank Oz,Jerry Nelson,Richard Hunt,","32,810",U
137,The Spaceman and King Arthur (1979),5.3,"Comedy, Family, Adventure",93 min,Russ Mayberry,"Dennis Dugan,Jim Dale,Ron Moody,Kenneth More,","1,000",
138,The North Avenue Irregulars (1979),6.8,"Action, Comedy, Crime",100 min,Bruce Bilson,"Edward Herrmann,Barbara Harris,Susan Clark,Karen Valentine,","1,065",
139,The Apple Dumpling Gang Rides Again (1979),6.2,"Comedy, Family, Western",88 min,Vincent McEveety,"Tim Conway,Don Knotts,Tim Matheson,Kenneth Mars,","2,493",
140,The Last Flight of Noah's Ark (1980),5.8,"Adventure, Family",97 min,Charles Jarrott,"Elliott Gould,Geneviève Bujold,Ricky Schroder,Vincent Gardenia,","1,244",
141,The Watcher in the Woods (1980),6.3,"Family, Horror, Mystery",84 min,John Hough,"Vincent McEveety,Bette Davis,Lynn-Holly Johnson,Kyle Richards,Carroll Baker,","5,606",
142,Midnight Madness (1980),6.5,Comedy,112 min,Michael Nankin,"David Wechter,David Naughton,Debra Clinger,Joel Kenney,David Damas,","3,176",
143,Popeye (1980),5.3,"Adventure, Comedy, Family",114 min,Robert Altman,"Robin Williams,Shelley Duvall,Ray Walston,Paul Dooley,","29,502",
144,Herbie Goes Bananas (1980),5,"Adventure, Comedy, Family",100 min,Vincent McEveety,"Charles Martin Smith,Stephen W. Burns,Cloris Leachman,John Vernon,","5,210",
145,Dragonslayer (1981),6.7,"Action, Adventure, Fantasy",108 min,Matthew Robbins,"Peter MacNicol,Caitlin Clarke,Ralph Richardson,John Hallam,","15,094",U
146,Amy (1981),6.7,"Family, Drama",100 min,Vincent McEveety,"Jenny Agutter,Barry Newman,Kathleen Nolan,Chris Robinson,",348,
147,The Devil and Max Devlin (1981),5.1,"Comedy, Family, Fantasy",96 min,Steven Hilliard Stern,"Elliott Gould,Bill Cosby,Susan Anspach,Adam Rich,","1,148",
148,Condorman (1981),5.8,"Action, Adventure, Comedy",90 min,Charles Jarrott,"Michael Crawford,Oliver Reed,Barbara Carrera,James Hampton,","4,545",
149,The Fox and the Hound (1981),7.3,"Animation, Adventure, Drama",83 min,Ted Berman,"Richard Rich,Art Stevens,David Hand,Wolfgang Reitherman,Mickey Rooney,Kurt Russell,Pearl Bailey,Jack Albertson,","84,885",U
150,Tex (1982),6.5,Drama,103 min,Tim Hunter,"Matt Dillon,Jim Metzler,Meg Tilly,Bill McKinney,","1,976",
151,Night Crossing (1982),6.5,"Drama, Family, History",107 min,Delbert Mann,"John Hurt,Jane Alexander,Doug McKeon,Keith McKeon,","1,275",
152,TRON (1982),6.8,"Action, Adventure, Sci-Fi",96 min,Steven Lisberger,"Jeff Bridges,Bruce Boxleitner,David Warner,Cindy Morgan,","113,347",U
153,Tiger Town (1983 TV Movie),6.7,"Drama, Family, Sport",95 min,Alan Shapiro,"Bethany Carpenter,Lindsay Barr,Dave Bokas,Chris Bremer,",253,
154,Something Wicked This Way Comes (1983),6.8,"Fantasy, Mystery, Thriller",95 min,Jack Clayton,"Jason Robards,Jonathan Pryce,Diane Ladd,Royal Dano,","8,393",
155,Trenchcoat (1983),5.4,"Comedy, Mystery, Thriller",91 min,Michael Tuchner,"Margot Kidder,Robert Hays,David Suchet,Gila von Weitershausen,",447,
156,Never Cry Wolf (1983),7.5,"Adventure, Drama",105 min,Carroll Ballard,"Charles Martin Smith,Brian Dennehy,Zachary Ittimangnaq,Samson Jorah,","7,646",
157,Love Leads the Way: A True Story (1984 TV Movie),7.7,"Drama, Family, History",99 min,Delbert Mann,"Timothy Bottoms,Eva Marie Saint,Arthur Hill,Glynnis O'Connor,",185,
158,Where the Toys Come from (1984),6.2,"Animation, Adventure, Family",58 min,Theodore Thomas,"Sab Shimono,Erin Young,Jon Harvey,Larry Wright,",123,
159,Return to Oz (1985),6.8,"Adventure, Family, Fantasy",113 min,Walter Murch,"Fairuza Balk,Nicol Williamson,Jean Marsh,Piper Laurie,","24,713",U
160,The Black Cauldron (1985),6.4,"Animation, Action, Adventure",80 min,Ted Berman,"Richard Rich,Grant Bardsley,Freddie Jones,Susan Sheridan,Nigel Hawthorne,","31,806",U
161,The Journey of Natty Gann (1985),7.1,"Adventure, Family",101 min,Jeremy Kagan,"Meredith Salenger,John Cusack,Ray Wise,Lainie Kazan,","5,360",
162,One Magic Christmas (1985),6.5,"Family, Fantasy",89 min,Phillip Borsos,"Mary Steenburgen,Gary Basaraba,Harry Dean Stanton,Arthur Hill,","3,320",U
163,Disneyland (1954–1997)  Episode: I-Man (1986),6.2,"Adventure, Drama, Family",96 min,Corey Allen,"Scott Bakula,Ellen Bry,Joey Cramer,John Bloom,",273,
164,The Great Mouse Detective (1986),7.2,"Animation, Adventure, Family",74 min,Ron Clements,"Burny Mattinson,David Michener,John Musker,Vincent Price,Barrie Ingham,Val Bettin,Susanne Pollatschek,","45,106",U
165,Flight of the Navigator (1986),6.9,"Adventure, Comedy, Family",90 min,Randal Kleiser,"Joey Cramer,Paul Reubens,Cliff De Young,Veronica Cartwright,","44,313",U
166,The Parent Trap II (1986 TV Movie),6.3,"Family, Comedy",81 min,Ron Maxwell,"Hayley Mills,Tom Skerritt,Carrie Kei Heim,Bridgette Andersen,","1,933",
167,Benji the Hunted (1987),6.3,"Adventure, Family",88 min,Joe Camp,"Red Steagall,Frank Inn,Benjean,Nancy Francis,","2,791",
168,The Brave Little Toaster (1987),7.3,"Animation, Adventure, Family",90 min,Jerry Rees,"Jon Lovitz,Timothy Stack,Timothy E. Day,Thurl Ravenscroft,","23,598",
169,Oliver & Company (1988),6.7,"Animation, Adventure, Comedy",74 min,George Scribner,"Joey Lawrence,Billy Joel,Cheech Marin,Richard Mulligan,","43,938",U
170,The Man from Snowy River II (1988),6.6,"Adventure, Drama, Western",110 min,Geoff Burrowes,"Tom Burlinson,Sigrid Thornton,Brian Dennehy,Nicholas Eadie,","2,309",
171,Cheetah (1989),6.1,"Adventure, Drama, Family",83 min,Jeff Blyth,"Keith Coogan,Lucy Deakins,Colin Mothupi,Timothy Landfield,",923,
172,The Little Mermaid (1989),7.6,"Animation, Family, Fantasy",83 min,Ron Clements,"John Musker,Jodi Benson,Samuel E. Wright,Rene Auberjonois,Christopher Daniel Barnes,","237,772",U
173,"Honey, I Shrunk the Kids (1989)",6.4,"Adventure, Comedy, Family",93 min,Joe Johnston,"Rick Moranis,Matt Frewer,Marcia Strassman,Kristine Sutherland,","143,130",U
174,The Rescuers Down Under (1990),6.9,"Animation, Adventure, Crime",77 min,Hendel Butoy,"Mike Gabriel,Bob Newhart,Eva Gabor,John Candy,Tristan Rogers,","38,562",
175,Haakon Haakonsen (1990),6.7,"Adventure, Family",92 min,Nils Gaup,"Stian Smestad,Gabriel Byrne,Louisa Milwood-Haigh,Trond Peter Stamsø Munch,","2,549",
176,DuckTales the Movie: Treasure of the Lost Lamp (1990),6.9,"Animation, Adventure, Comedy",74 min,Bob Hathcock,"Alan Young,Christopher Lloyd,Terence McGovern,Russi Taylor,","25,003",
177,White Fang (I) (1991),6.7,"Adventure, Drama",107 min,Randal Kleiser,"Ethan Hawke,Klaus Maria Brandauer,Jed,Seymour Cassel,","19,646",
178,Wild Hearts Can't Be Broken (1991),7.3,"Drama, Family, Romance",88 min,Steve Miner,"Gabrielle Anwar,Michael Schoeffling,Cliff Robertson,Dylan Kussman,","4,782",
179,Beauty and the Beast (1991),8,"Animation, Family, Fantasy",84 min,Gary Trousdale,"Kirk Wise,Paige O'Hara,Robby Benson,Jesse Corti,Rex Everhart,","417,268",
180,The Rocketeer (1991),6.5,"Action, Adventure, Family",108 min,Joe Johnston,"Billy Campbell,Jennifer Connelly,Alan Arkin,Timothy Dalton,","53,090",U
181,The Muppet Christmas Carol (1992),7.7,"Comedy, Drama, Family",85 min,Brian Henson,"Michael Caine,Kermit the Frog,Dave Goelz,Miss Piggy,","50,312",
182,The Mighty Ducks (1992),6.5,"Comedy, Drama, Family",104 min,Stephen Herek,"Emilio Estevez,Joss Ackland,Lane Smith,Heidi Kling,","58,858",PG
183,Newsies (1992),7,"Drama, Family, History",121 min,Kenny Ortega,"Christian Bale,Bill Pullman,Robert Duvall,Ann-Margret,","18,974",PG
184,"Honey, I Blew Up the Kid (1992)",4.9,"Adventure, Comedy, Family",89 min,Randal Kleiser,"Rick Moranis,Marcia Strassman,Robert Oliveri,Daniel Shalikar,","41,339",U
185,Aladdin (1992),8,"Animation, Adventure, Comedy",90 min,Ron Clements,"John Musker,Scott Weinger,Robin Williams,Linda Larkin,Jonathan Freeman,","373,946",U
186,Cool Runnings (1993),7,"Adventure, Comedy, Family",98 min,Jon Turteltaub,"John Candy,Leon,Doug E. Doug,Rawle D. Lewis,","93,120",PG
187,Heidi (1993),7.2,"Drama, Family",193 min,Jason Robards,"Jane Seymour,Patricia Neal,Siân Phillips,","1,676",
188,The Adventures of Huck Finn (1993),6.2,"Adventure, Comedy, Drama",108 min,Stephen Sommers,"Elijah Wood,Courtney B. Vance,Robbie Coltrane,Jason Robards,","7,812",PG
189,The Nightmare Before Christmas (1993),8,"Animation, Family, Fantasy",76 min,Henry Selick,"Danny Elfman,Chris Sarandon,Catherine O'Hara,William Hickey,","300,305",U
190,A Far Off Place (1993),6.6,"Adventure, Drama, Family",100 min,Mikael Salomon,"Reese Witherspoon,Ethan Embry,Jack Thompson,Sarel Bok,","3,344",PG
191,Hocus Pocus (1993),6.9,"Comedy, Family, Fantasy",96 min,Kenny Ortega,"Bette Midler,Sarah Jessica Parker,Kathy Najimy,Omri Katz,","103,615",PG
192,The Three Musketeers (1993),6.4,"Action, Adventure, Comedy",105 min,Stephen Herek,"Charlie Sheen,Kiefer Sutherland,Chris O'Donnell,Oliver Platt,","50,683",PG
193,Homeward Bound: The Incredible Journey (1993),7,"Adventure, Comedy, Drama",84 min,Duwayne Dunham,"Michael J. Fox,Sally Field,Don Alder,Ed Bernard,","42,015",
194,White Fang 2: Myth of the White Wolf (1994),5.4,"Adventure, Family",106 min,Ken Olin,"Scott Bairstow,Charmaine Craig,Al Harrington,Anthony Ruivivar,","2,080",PG
195,D2: The Mighty Ducks (1994),6.1,"Comedy, Drama, Family",106 min,Sam Weisman,"Emilio Estevez,Kathryn Erbe,Michael Tucker,Jan Rubes,","36,675",PG
196,Angels in the Outfield (1994),6.2,"Comedy, Family, Fantasy",102 min,William Dear,"Danny Glover,Brenda Fricker,Tony Danza,Christopher Lloyd,","29,201",PG
197,The Santa Clause (1994),6.5,"Comedy, Drama, Family",97 min,John Pasquin,"Tim Allen,Judge Reinhold,Wendy Crewson,Eric Lloyd,","100,615",U
198,Squanto: A Warrior's Tale (1994),6,"Adventure, Biography, Drama",102 min,Xavier Koller,"Adam Beach,Mandy Patinkin,Sheldon Peters Wolfchild,Irene Bedard,","1,083",PG
199,The Jungle Book (1994),6,"Adventure, Family, Romance",111 min,Stephen Sommers,"Jason Scott Lee,Cary Elwes,Lena Headey,Sam Neill,","16,436",PG
200,Blank Check (1994),,"Comedy, Crime, Family",93 min,Rupert Wainwright,"Brian Bonsall,Karen Duffy,James Rebhorn,Jayne Atkinson,","19,029",PG
201,The Lion King (1994),,"Animation, Adventure, Drama",88 min,Roger Allers,"Rob Minkoff,Matthew Broderick,Jeremy Irons,James Earl Jones,Whoopi Goldberg,","942,440",U
202,Iron Will (1994),6.6,"Adventure, Family",108 min,Charles Haid,"Mackenzie Astin,Kevin Spacey,David Ogden Stiers,August Schellenberg,","7,585",PG
203,Gordy (1994),3.8,"Comedy, Drama, Family",90 min,Mark Lewis,"Kristy Young,Doug Stone,James Donadio,Deborah Hobart,","1,852",
204,Heavyweights (1995),6.7,"Comedy, Drama, Family",100 min,Steven Brill,"Tom McGowan,Aaron Schwartz,Ben Stiller,David Goldman,","25,318",PG
205,Tall Tale (1995),5.9,"Adventure, Family, Fantasy",96 min,Jeremiah S. Chechik,"Patrick Swayze,Oliver Platt,Roger Aaron Brown,Nick Stahl,","3,436",PG
206,Man of the House (1995),5.2,"Comedy, Family",96 min,James Orr,"Chevy Chase,Farrah Fawcett,Jonathan Taylor Thomas,George Wendt,","8,698",PG
207,Pocahontas (I) (1995),6.7,"Animation, Adventure, Drama",81 min,Mike Gabriel,"Eric Goldberg,Mel Gibson,Linda Hunt,Christian Bale,Joe Baker,","170,788",G
208,Operation Dumbo Drop (1995),5.1,"Action, Adventure, Comedy",107 min,Simon Wincer,"Danny Glover,Ray Liotta,Denis Leary,Doug E. Doug,","8,496",PG
209,A Kid in King Arthur's Court (1995),4.7,"Adventure, Comedy, Family",89 min,Michael Gottlieb,"Thomas Ian Nicholas,Joss Ackland,Art Malik,Paloma Baeza,","5,743",PG
210,The Big Green (1995),5.6,"Comedy, Family, Sport",100 min,Holly Goldberg Sloan,"Steve Guttenberg,Olivia d'Abo,Jay O. Sanders,John Terry,","9,289",PG
211,Tom and Huck (1995),5.5,"Adventure, Comedy, Drama",97 min,Peter Hewitt,"Jonathan Taylor Thomas,Brad Renfro,Charles Rocket,Eric Schweig,","9,908",PG
212,A Goofy Movie (1995),6.9,"Animation, Adventure, Comedy",78 min,Kevin Lima,"Bill Farmer,Jason Marsden,Jim Cummings,Kellie Martin,","46,267",
213,Toy Story (1995),8.3,"Animation, Adventure, Comedy",81 min,John Lasseter,"Tom Hanks,Tim Allen,Don Rickles,Jim Varney,","887,783",U
214,D3: The Mighty Ducks (1996),5.5,"Action, Comedy, Drama",104 min,Robert Lieberman,"Emilio Estevez,Jeffrey Nordling,David Selby,Heidi Kling,","24,734",PG
215,The Hunchback of Notre Dame (1996),6.9,"Animation, Drama, Family",91 min,Gary Trousdale,"Kirk Wise,Demi Moore,Jason Alexander,Mary Kay Bergman,Corey Burton,","142,179",
216,First Kid (1996),5.3,"Family, Comedy",101 min,David Mickey Evans,"Sinbad,Brock Pierce,Blake Boyd,Timothy Busfield,","10,228",PG
217,101 Dalmatians (1996),5.7,"Adventure, Comedy, Crime",103 min,Stephen Herek,"Glenn Close,Jeff Daniels,Joely Richardson,Joan Plowright,","101,458",
218,Muppet Treasure Island (1996),7,"Action, Adventure, Comedy",99 min,Brian Henson,"David Lane,Tim Curry,Billy Connolly,Jennifer Saunders,Kevin Bishop,","21,741",
219,James and the Giant Peach (1996),6.7,"Animation, Adventure, Family",79 min,Henry Selick,"Paul Terry,Joanna Lumley,Pete Postlethwaite,Simon Callow,","60,247",U
220,Homeward Bound II: Lost in San Francisco (1996),6,"Adventure, Comedy, Family",88 min,David R. Ellis,"Michael J. Fox,Sally Field,Ralph Waite,Al Michaels,","13,764",
221,That Darn Cat (1997),4.7,"Action, Comedy, Crime",89 min,Bob Spiers,"Christina Ricci,Doug E. Doug,Dean Jones,George Dzundza,","4,087",PG
222,The Wonderful World of Disney (1995–2005)  Episode: Angels in the Endzone (1997),4.7,"Adventure, Comedy, Drama",88 min,Gary Nadeau,"Paul Dooley,Matthew Lawrence,David Gallagher,Jack Coleman,",941,
223,The Wonderful World of Disney (1995–2005)  Episode: Oliver Twist (1997),6.3,"Adventure, Comedy, Drama",91 min,Tony Bill,"Richard Dreyfuss,Elijah Wood,David O'Hara,Alex Trench,","1,761",
224,George of the Jungle (1997),5.5,"Action, Adventure, Comedy",92 min,Sam Weisman,"Brendan Fraser,Leslie Mann,Thomas Haden Church,Richard Roundtree,","71,655",PG
225,Hercules (1997),7.3,"Animation, Adventure, Comedy",93 min,Ron Clements,"John Musker,Tate Donovan,Susan Egan,James Woods,Josh Keaton,","206,358",U
226,Tower of Terror,,"Horror, Thriller",,,,,
227,Flubber (1997),5.3,"Comedy, Family, Sci-Fi",93 min,Les Mayfield,"Robin Williams,Marcia Gay Harden,Christopher McDonald,Ted Levine,","84,501",U
228,Mr,4,"Adventure, Comedy, Family",87 min,Stanley Tong,"Leslie Nielsen,Kelly Lynch,Matt Keeslar,Nick Chinlund,","14,355",PG
229,Beauty and the Beast: The Enchanted Christmas (1997 Video),6,"Animation, Family, Fantasy",72 min,Andrew Knight,"Paige O'Hara,Robby Benson,Jerry Orbach,David Ogden Stiers,","9,280",G
230,Jungle 2 Jungle (1997),5.2,"Comedy, Family",105 min,John Pasquin,"Tim Allen,Martin Short,JoBeth Williams,Lolita Davidovich,","22,817",PG
231,RocketMan (1997),5.9,"Comedy, Family, Sci-Fi",95 min,Stuart Gillard,"Harland Williams,Jessica Lundy,William Sadler,Jeffrey DeMunn,","9,049",PG
232,Under Wraps (1997 TV Movie),6.5,"Comedy, Family, Horror",95 min,Greg Beeman,"Adam Wylie,Mario Yedidia,Clara Bryant,Ken Hudson Campbell,","2,551",
233,Northern Lights (1997 TV Movie),5.5,Drama,111 min,Linda Yellen,"Diane Keaton,Maury Chaykin,Joseph Cross,Kathleen York,",241,
234,Air Bud (1997),5.2,"Comedy, Drama, Family",98 min,Charles Martin Smith,"Michael Jeter,Kevin Zegers,Wendy Makkena,Bill Cobbs,","16,581",PG
235,You Lucky Dog (1998 TV Movie),4.7,"Comedy, Family, Fantasy",89 min,Paul Schneider,"Kirk Cameron,Chelsea Noble,John de Lancie,Christine Healy,",599,
236,Halloweentown (1998 TV Movie),6.7,"Adventure, Comedy, Family",84 min,Duwayne Dunham,"Debbie Reynolds,Kimberly J. Brown,Judith Hoag,Joey Zimmerman,","14,127",
237,The Wonderful Ice Cream Suit (1998),6.2,"Comedy, Family, Fantasy",77 min,Stuart Gordon,"Joe Mantegna,Esai Morales,Edward James Olmos,Clifton Collins Jr.,",590,PG
238,Meet the Deedles (1998),4.1,"Comedy, Family",93 min,Steve Boyum,"Paul Walker,Steve Van Wormer,A.J. Langer,John Ashton,","2,696",PG
239,The Wonderful World of Disney (1995–2005)  Episode: A Knight in Camelot (1998),4.8,"Adventure, Comedy, Drama",90 min,Roger Young,"Whoopi Goldberg,Michael York,Paloma Baeza,Simon Fenton,","1,995",
240,Mulan (1998),7.6,"Animation, Adventure, Family",88 min,Tony Bancroft,"Barry Cook,Ming-Na Wen,Eddie Murphy,BD Wong,Miguel Ferrer,","256,995",U
241,The Parent Trap (1998),6.5,"Adventure, Comedy, Drama",128 min,Nancy Meyers,"Lindsay Lohan,Dennis Quaid,Natasha Richardson,Elaine Hendrix,","120,870",U
242,Pocahontas II: Journey to a New World (1998 Video),4.9,"Animation, Adventure, Drama",72 min,Tom Ellery,"Bradley Raymond,Irene Bedard,Donal Gibson,Jim Cummings,Finola Hughes,","14,042",
243,Air Bud: Golden Receiver (1998),4.5,"Comedy, Family, Sport",90 min,Richard Martin,"Kevin Zegers,Cynthia Stevenson,Tim Conway,Dick Martin,","5,356",
244,I'll Be Home for Christmas (1998),5.5,"Comedy, Family",86 min,Arlene Sanford,"Jonathan Taylor Thomas,Jessica Biel,Adam LaVorgna,Gary Cole,","9,530",U
245,Mighty Joe Young (1998),5.6,"Action, Adventure, Family",114 min,Ron Underwood,"Bill Paxton,Charlize Theron,Rade Serbedzija,Peter Firth,","27,678",PG
246,Brink! (1998 TV Movie),7.1,"Drama, Family, Sport",99 min,Greg Beeman,"Erik von Detten,Sam Horrigan,Christina Vidal,Robin Riker,","5,661",
247,A Bug's Life (1998),7.2,"Animation, Adventure, Comedy",95 min,John Lasseter,"Andrew Stanton,Kevin Spacey,Dave Foley,Julia Louis-Dreyfus,Hayden Panettiere,","266,629",
248,The Lion King II: Simba's Pride (1998 Video),6.5,"Animation, Adventure, Drama",81 min,Darrell Rooney,"Rob LaDuca,Matthew Broderick,Neve Campbell,Andy Dick,Robert Guillaume,","60,788",
249,The Wonderful World of Disney (1995–2005)  Episode: Annie (1999),6.7,"Adventure, Comedy, Drama",90 min,Rob Marshall,"Kathy Bates,Victor Garber,Alan Cumming,Audra McDonald,","5,055",
250,Don't Look Under the Bed (1999 TV Movie),6.9,"Comedy, Family, Fantasy",100 min,Kenneth Johnson,"Erin Chambers,Ty Hodges,Robin Riker,Steve Valentine,","2,713",
251,Genius (1999 TV Movie),6.3,"Comedy, Family, Romance",82 min,Rod Daniel,"Trevor Morgan,Emmy Rossum,Charles Fleischer,Yannick Bisson,","1,716",
252,The Thirteenth Year (1999 TV Movie),6,"Comedy, Family, Fantasy",95 min,Duwayne Dunham,"Chez Starbuck,Justin Jon Ross,Courtnee Draper,Brent Briscoe,","4,874",
253,Johnny Tsunami (1999 TV Movie),6.3,"Drama, Family, Sport",88 min,Steve Boyum,"Cary-Hiroyuki Tagawa,Brandon Baker,Mary Page Keller,Yuji Okumoto,","4,925",
254,Can of Worms (1999 TV Movie),5,"Comedy, Family, Sci-Fi",90 min,Paul Schneider,"Michael Shulman,Erika Christensen,Adam Wylie,Andrew Ducote,",866,
255,Zenon: Girl of the 21st Century (1999 TV Movie),6.4,"Adventure, Comedy, Family",97 min,Kenneth Johnson,"Kirsten Storms,Raven-Symoné,Bob Bancroft,Stuart Pankin,","6,793",
256,Horse Sense (1999 TV Movie),6.3,"Drama, Family",92 min,Greg Beeman,"Joey Lawrence,Andrew Lawrence,Susan Walters,M.C. Gainey,","1,652",
257,Endurance (1998),6.2,"Biography, Drama, Sport",83 min,Leslie Woodhead,"Bud Greenspan,Haile Gebrselassie,Shawananness Gebrselassie,Yonas Zergaw,Tedesse Haile,",376,G
258,Smart House (1999 TV Movie),6.3,"Comedy, Drama, Family",82 min,LeVar Burton,"Katey Sagal,Ryan Merriman,Katie Volding,Kevin Kilner,","6,502",
259,My Favorite Martian (1999),5.1,"Comedy, Family, Sci-Fi",94 min,Donald Petrie,"Christopher Lloyd,Jeff Daniels,Elizabeth Hurley,Daryl Hannah,","12,830",PG
260,Doug's 1st Movie (1999),5,"Animation, Adventure, Comedy",77 min,Maurice Joyce,"Thomas McHugh,Fred Newman,Chris Phillips,Constance Shulman,","2,980",
261,The Straight Story (1999),8,"Biography, Drama",112 min,David Lynch,"Richard Farnsworth,Sissy Spacek,Jane Galloway Heitz,Joseph A. Carpenter,","82,046",U
262,Tarzan (1999),7.3,"Animation, Adventure, Family",88 min,Chris Buck,"Kevin Lima,Tony Goldwyn,Minnie Driver,Brian Blessed,Glenn Close,","204,074",G
263,Inspector Gadget (1999),4.2,"Action, Adventure, Comedy",78 min,David Kellogg,"Matthew Broderick,Rupert Everett,Joely Fisher,Michelle Trachtenberg,","45,421",PG
264,The Wonderful World of Disney (1995–2005)  Episode: H-E Double Hockey Sticks (1999),6.4,"Adventure, Comedy, Drama",96 min,Randall Miller,"Will Friedle,Matthew Lawrence,Gabrielle Union,Shawn Pyfrom,",908,
265,Mickey's Once Upon a Christmas (1999 Video),7.1,"Animation, Comedy, Family",66 min,Alex Mann,"Jun Falkenstein,Bradley Raymond,Toby Shelton,Bill Speers,Kelsey Grammer,Wayne Allwine,Russi Taylor,Tony Anselmo,","7,102",
266,Fantasia 2000 (1999),7.2,"Animation, Comedy, Family",75 min,James Algar,"Gaëtan Brizzi,Paul Brizzi,Hendel Butoy,Francis Glebas,Eric Goldberg,Don Hahn,Pixote Hunt,James Levine,Steve Martin,Itzhak Perlman,Quincy Jones,","35,201",
267,Toy Story 2 (1999),7.9,"Animation, Adventure, Comedy",92 min,John Lasseter,"Ash Brannon,Lee Unkrich,Tom Hanks,Tim Allen,Joan Cusack,Kelsey Grammer,","527,701",U
268,The Wonderful World of Disney (1995–2005)  Episode: Angels in the Infield (2000),4.9,"Adventure, Comedy, Drama",87 min,Robert King,"Patrick Warburton,Britt Irvin,Kurt Fuller,Rebecca Jenkins,",491,
269,The Ultimate Christmas Present (2000 TV Movie),5.9,"Comedy, Family",85 min,Greg Beeman,"Hallee Hirsh,Spencer Breslin,Hallie Todd,Brenda Song,","1,589",
270,Phantom of the Megaplex (2000 TV Movie),6.4,"Action, Comedy, Family",89 min,Blair Treu,"Taylor Handley,Corinne Bohrer,Caitlin Wachs,Jacob Smith,","2,990",
271,Mom's Got a Date with a Vampire (2000 TV Movie),5.9,"Comedy, Family, Fantasy",85 min,Steve Boyum,"Matt O'Leary,Laura Vandervoort,Myles Jeffrey,Caroline Rhea,","3,726",
