,Movie Name,Imdb Ratings,Genre,Run Time,Director,Stars,Votes,Certificate
405,The Wild (2006),5.3,"Animation, Adventure, Comedy",95 min,Steve 'Spaz' Williams,"Kiefer Sutherland,Jim Belushi,Eddie Izzard,Janeane Garofalo,","24,103",G
406,Pirates of the Caribbean: Dead Man's Chest (2006),7.3,"Action, Adventure, Fantasy",151 min,Gore Verbinski,"Johnny Depp,Orlando Bloom,Keira Knightley,Jack Davenport,","655,384",12+
407,Invincible (2006),7.1,"Biography, Drama, Sport",105 min,Ericson Core,"Mark Wahlberg,Greg Kinnear,Elizabeth Banks,Kevin Conway,","66,288",PG
408,The Santa Clause 3: The Escape Clause (2006),4.8,"Adventure, Comedy, Family",97 min,Michael Lembeck,"Tim Allen,Martin Short,Elizabeth Mitchell,Eric Lloyd,","33,664",G
409,Cars (2006),7.1,"Animation, Comedy, Family",117 min,John Lasseter,"Joe Ranft,Owen Wilson,Bonnie Hunt,Paul Newman,Larry the Cable Guy,","369,007",U
410,Pooh's Super Sleuth Christmas Movie (2007 TV Movie),5.7,"Animation, Adventure, Family",44 min,Don MacKinnon,"Dee Bradley Baker,Mikaila Baumel,Kimberlea Berg,Max Burkholder,",184,
411,Twitches Too (2007 TV Movie),5.8,"Drama, Family, Fantasy",83 min,Stuart Gillard,"Tia Mowry-Hardrict,Tamera Mowry-Housley,Kristen Wilson,Patrick Fabian,","4,377",
412,Bao hu lu de mi mi (2007),5.1,"Drama, Family",84 min,Frankie Chung,"Corbin Bleu,Peisi Chen,Aaron Michael Drozin,Drake Johnston,",597,G
413,High School Musical 2 (2007 TV Movie),5.1,"Comedy, Drama, Family",104 min,Kenny Ortega,"Zac Efron,Vanessa Hudgens,Ashley Tisdale,Lucas Grabeel,","55,441",U
414,National Treasure: Book of Secrets (2007),6.5,"Action, Adventure, Mystery",124 min,Jon Turteltaub,"Nicolas Cage,Diane Kruger,Justin Bartha,Jon Voight,","218,801",U
415,Enchanted (2007),7,"Animation, Comedy, Family",107 min,Kevin Lima,"Amy Adams,Susan Sarandon,James Marsden,Patrick Dempsey,","176,890",PG
416,The Game Plan (2007),6.1,"Comedy, Family, Sport",110 min,Andy Fickman,"Dwayne Johnson,Kyra Sedgwick,Madison Pettis,Roselyn Sanchez,","59,058",U
417,Ratatouille (2007),8,"Animation, Adventure, Comedy",111 min,Brad Bird,"Jan Pinkava,Brad Garrett,Lou Romano,Patton Oswalt,Ian Holm,","641,909",U
418,Pirates of the Caribbean: At World's End (2007),7.1,"Action, Adventure, Fantasy",169 min,Gore Verbinski,"Johnny Depp,Orlando Bloom,Keira Knightley,Geoffrey Rush,","595,676",UA
419,Underdog (2007),4.7,"Action, Adventure, Comedy",100 min,Frederik Du Chau,"Peter Dinklage,Jason Lee,Amy Adams,Jim Belushi,","19,681",PG
420,Cinderella III: A Twist in Time (2007 Video),6,"Animation, Family, Fantasy",74 min,Frank Nissen,"Jennifer Hale,Christopher Daniel Barnes,Susanne Blakeslee,Tress MacNeille,","9,373",
421,Meet the Robinsons (2007),6.8,"Animation, Adventure, Comedy",95 min,Stephen J. Anderson,"Daniel Hansen,Wesley Singerman,Angela Bassett,Jordan Fry,","87,516",U
422,Jump In! (2007 TV Movie),5.4,"Comedy, Drama, Family",85 min,Paul Hoen,"Corbin Bleu,Keke Palmer,David Reivers,Shanica Knowles,","6,979",
423,Johnny Kapahala: Back on Board (2007 TV Movie),5.5,"Comedy, Drama, Family",90 min,Eric Bross,"Brandon Baker,Jake T. Austin,Cary-Hiroyuki Tagawa,Robyn Lively,","2,009",
424,Bridge to Terabithia (2007),7.1,"Drama, Family, Fantasy",96 min,Gabor Csupo,"Josh Hutcherson,AnnaSophia Robb,Zooey Deschanel,Robert Patrick,","143,232",U
425,The Little Mermaid: Ariel's Beginning (2008 Video),6.3,"Animation, Drama, Family",77 min,Peggy Holmes,"Jodi Benson,Samuel E. Wright,Jim Cummings,Sally Field,","8,610",G
426,Tinker Bell (2008 Video),6.8,"Animation, Adventure, Family",78 min,Bradley Raymond,"Mae Whitman,Kristin Chenoweth,Raven-Symoné,Lucy Liu,","11,901",G
427,Bolt (2008),6.8,"Animation, Adventure, Comedy",96 min,Byron Howard,"Chris Williams,John Travolta,Miley Cyrus,Susie Essman,Mark Walton,","190,203",U
428,Camp Rock (2008 TV Movie),5.2,"Comedy, Family, Music",94 min,Matthew Diamond,"Demi Lovato,Joe Jonas,Meaghan Martin,Maria Canals-Barrera,","30,504",
429,Minutemen (2008 TV Movie),5.8,"Adventure, Comedy, Family",98 min,Lev L. Spiro,"Jason Dolley,Luke Benward,Nicholas Braun,Chelsea Kane,","5,466",
430,Snow Buddies (2008 Video),5.2,"Adventure, Family",87 min,Robert Vince,"Jim Belushi,Jimmy Bennett,Lothaire Bluteau,Jason Bryden,","3,650",G
431,Beverly Hills Chihuahua (2008),3.8,"Adventure, Comedy, Drama",91 min,Raja Gosnell,"Drew Barrymore,George Lopez,Piper Perabo,Manolo Cardona,","22,851",PG
432,College Road Trip (2008),4.3,"Adventure, Comedy, Drama",83 min,Roger Kumble,"Raven-Symoné,Martin Lawrence,Kym Whitley,Adam LeFevre,","15,371",
433,WALL·E (2008),8.4,"Animation, Adventure, Family",98 min,Andrew Stanton,"Ben Burtt,Elissa Knight,Jeff Garlin,Fred Willard,","1,000,190",U
434,High School Musical 3: Senior Year (2008),4.8,"Comedy, Drama, Family",112 min,Kenny Ortega,"Zac Efron,Vanessa Hudgens,Ashley Tisdale,Lucas Grabeel,","58,092",U
435,The Chronicles of Narnia: Prince Caspian (2008),6.5,"Action, Adventure, Family",150 min,Andrew Adamson,"Ben Barnes,Skandar Keynes,Georgie Henley,William Moseley,","194,569",U
436,The Cheetah Girls: One World (2008 TV Movie),4.7,"Comedy, Drama, Family",90 min,Paul Hoen,"Adrienne Houghton,Sabrina Bryan,Kiely Williams,Roshan Seth,","4,010",
437,Bedtime Stories (2008),6,"Adventure, Comedy, Family",99 min,Adam Shankman,"Adam Sandler,Keri Russell,Courteney Cox,Guy Pearce,","88,299",U
438,Wizards of Waverly Place: The Movie (2009 TV Movie),6.2,"Adventure, Comedy, Drama",94 min,Lev L. Spiro,"Selena Gomez,David Henrie,Jake T. Austin,Jennifer Stone,","15,642",
439,Santa Buddies (2009 Video),4.6,"Adventure, Family, Fantasy",88 min,Robert Vince,"Craig Anton,Andrew Astor,Charisse Baker,Danny Woodburn,","2,410",
440,Tigger & Pooh and a Musical Too (2009 Video),5.7,"Animation, Family, Musical",60 min,David Hartman,"Jim Cummings,Chloë Grace Moretz,Peter Cullen,Ken Sansom,",116,
441,Hatching Pete (2009 TV Movie),5.4,"Comedy, Family",90 min,Stuart Gillard,"Jason Dolley,Mitchel Musso,Tiffany Thornton,Josie Loren,","2,484",
442,Dadnapped (2009 TV Movie),4.9,"Action, Adventure, Comedy",84 min,Paul Hoen,"Emily Osment,David Henrie,Jason Earles,Jonathan Keltz,","2,788",
443,G-Force (2009),5.1,"Animation, Action, Adventure",88 min,Hoyt Yeatman,"Will Arnett,Penélope Cruz,Zach Galifianakis,Bill Nighy,","42,823",PG
444,Space Buddies (2009 Video),4.3,"Adventure, Family, Fantasy",84 min,Robert Vince,"F.T. Anderson,Diedrich Bader,Field Cate,Kendall Cross,","2,348",G
445,Princess Protection Program (2009 TV Movie),5.6,"Comedy, Drama, Family",90 min,Allison Liddi-Brown,"Demi Lovato,Selena Gomez,Nicholas Braun,Molly Hagan,","21,898",
446,A Christmas Carol (2009),6.8,"Animation, Drama, Family",96 min,Robert Zemeckis,"Jim Carrey,Gary Oldman,Colin Firth,Steve Valentine,","103,798",U
447,Tinker Bell and the Lost Treasure (2009 Video),6.7,"Animation, Adventure, Family",81 min,Klay Hall,"Mae Whitman,Jesse McCartney,Jane Horrocks,Lucy Liu,","9,667",
448,Old Dogs (I) (2009),5.4,"Comedy, Family",88 min,Walt Becker,"Robin Williams,John Travolta,Seth Green,Kelly Preston,","36,337",PG
449,Gake no ue no Ponyo (2008),7.7,"Animation, Adventure, Comedy",101 min,Hayao Miyazaki,"Cate Blanchett,Matt Damon,Liam Neeson,Tomoko Yamaguchi,","125,412",U
450,The Princess and the Frog (2009),7.1,"Animation, Adventure, Comedy",97 min,Ron Clements,"John Musker,Anika Noni Rose,Keith David,Oprah Winfrey,Bruno Campos,","124,431",
451,Up (2009),8.2,"Animation, Adventure, Comedy",96 min,Pete Docter,"Bob Peterson,Edward Asner,Jordan Nagai,John Ratzenberger,Christopher Plummer,","935,870",U
452,Hannah Montana: The Movie (2009),4.5,"Comedy, Drama, Family",102 min,Peter Chelsom,"Miley Cyrus,Emily Osment,Billy Ray Cyrus,Jason Earles,","39,758",
453,Race to Witch Mountain (2009),5.7,"Action, Adventure, Family",98 min,Andy Fickman,"Dwayne Johnson,Carla Gugino,AnnaSophia Robb,Alexander Ludwig,","55,861",U
454,Toy Story 3 (2010),8.2,"Animation, Adventure, Comedy",103 min,Lee Unkrich,"Tom Hanks,Tim Allen,Joan Cusack,Ned Beatty,","757,297",U
455,Prince of Persia: The Sands of Time (2010),6.6,"Action, Adventure, Fantasy",116 min,Mike Newell,"Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Alfred Molina,","271,855",UA
456,The Search for Santa Paws (2010 Video),5.5,"Adventure, Drama, Family",96 min,Robert Vince,"Kaitlyn Maher,Madison Pettis,Richard Riehle,Danny Woodburn,","2,387",
457,Avalon High (2010 TV Movie),5.7,"Drama, Family, Fantasy",90 min,Stuart Gillard,"Britt Robertson,Samuel Levi,Gregg Sulkin,Joey Pollari,","5,472",
458,Tron (2010),6.8,"Action, Adventure, Sci-Fi",125 min,Joseph Kosinski,"Jeff Bridges,Garrett Hedlund,Olivia Wilde,Bruce Boxleitner,","313,344",U
459,Alice in Wonderland (I) (2010),6.4,"Adventure, Family, Fantasy",108 min,Tim Burton,"Mia Wasikowska,Johnny Depp,Helena Bonham Carter,Anne Hathaway,","384,200",U
460,Den Brother (2010 TV Movie),5.4,"Family, Romance, Sport",89 min,Mark L. Taylor,"Hutch Dano,Genevieve Hannelius,Vicki Lewis,Kelsey Asbille,","1,766",
461,Camp Rock 2: The Final Jam (2010 TV Movie),5.2,"Comedy, Family, Music",97 min,Paul Hoen,"Demi Lovato,Joe Jonas,Nick Jonas,Kevin Jonas,","16,614",
462,Secretariat (2010),7.2,"Biography, Drama, Family",123 min,Randall Wallace,"Diane Lane,John Malkovich,Margo Martindale,Nelsan Ellis,","26,565",PG
463,Tangled (2010),7.7,"Animation, Adventure, Comedy",100 min,Nathan Greno,"Byron Howard,Mandy Moore,Zachary Levi,Donna Murphy,Ron Perlman,","406,084",U
464,Tinker Bell and the Great Fairy Rescue (2010 Video),6.9,"Animation, Adventure, Family",76 min,Bradley Raymond,"Mae Whitman,Lauren Mote,Michael Sheen,Pamela Adlon,","7,583",
465,The Sorcerer's Apprentice (2010),6.1,"Action, Adventure, Family",109 min,Jon Turteltaub,"Nicolas Cage,Jay Baruchel,Alfred Molina,Teresa Palmer,","153,196",PG
466,StarStruck (2010 TV Movie),6.1,"Comedy, Family, Music",90 min,Michael Grossman,"Sterling Knight,Danielle Campbell,Maggie Castle,Brandon Mychal Smith,","13,269",
467,Mars Needs Moms (2011),5.4,"Animation, Action, Adventure",88 min,Simon Wells,"Seth Green,Joan Cusack,Dan Fogler,Elisabeth Harnois,","21,132",PG
468,Geek Charming (2011 TV Movie),6.4,"Comedy, Drama, Family",94 min,Jeffrey Hornaday,"Sarah Hyland,Matt Prokop,Sasha Pieterse,Jordan Nichols,","11,361",
469,"Good Luck Charlie, It's Christmas! (2011 TV Movie)",6.4,"Comedy, Drama, Family",90 min,Arlene Sanford,"Bridgit Mendler,Leigh-Allyn Baker,Bradley Steven Perry,Mia Talerico,","5,131",
470,Phineas and Ferb the Movie: Across the 2nd Dimension (2011 TV Movie),7.4,"Animation, Action, Adventure",78 min,Robert Hughes,"Dan Povenmire,Jay Lender,Jeff 'Swampy' Marsh,Kyle Menke,Vincent Martella,Ashley Tisdale,Thomas Brodie-Sangster,Caroline Rhea,","8,990",
471,Cars 2 (2011),6.1,"Animation, Adventure, Comedy",106 min,John Lasseter,"Bradford Lewis,Owen Wilson,Larry the Cable Guy,Michael Caine,Emily Mortimer,","161,248",U
472,Pirates of the Caribbean: On Stranger Tides (2011),6.6,"Action, Adventure, Fantasy",137 min,Rob Marshall,"Johnny Depp,Penélope Cruz,Ian McShane,Geoffrey Rush,","481,424",UA
473,Spooky Buddies (2011 Video),4.6,"Family, Fantasy",88 min,Robert Vince,"Tucker Albrizzi,Diedrich Bader,Ameko Eks Mass Carroll,Max Charles,","1,671",
474,The Muppets (2011),7.1,"Adventure, Comedy, Family",120 min,James Bobin,"Amy Adams,Jason Segel,Chris Cooper,Rashida Jones,","87,526",U
475,Anaganaga O Dheerudu (2011),5.2,"Action, Adventure, Family",133 min,Prakash Kovelamudi,"Siddharth,Shruti Haasan,Lakshmi Manchu,Ravi Babu,",500,U
476,The Suite Life Movie (2011 TV Movie),5.3,"Adventure, Comedy, Crime",79 min,Sean McNamara,"Cole Sprouse,Dylan Sprouse,Brenda Song,Debby Ryan,","3,391",
477,Sharpay's Fabulous Adventure (2011 Video),4.7,"Comedy, Drama, Family",90 min,Michael Lembeck,"Ashley Tisdale,Austin Butler,Cameron Goodman,Bradley Steven Perry,","5,956",
478,Lemonade Mouth (2011 TV Movie),6.9,"Comedy, Drama, Family",103 min,Patricia Riggen,"Bridgit Mendler,Adam Hicks,Hayley Kiyoko,Naomi Scott,","14,818",
479,Winnie the Pooh (2011),7.2,"Animation, Adventure, Comedy",63 min,Stephen J. Anderson,"Don Hall,Jim Cummings,Craig Ferguson,John Cleese,Bud Luckey,","21,935",
480,Beverly Hills Chihuahua 2 (2011 Video),4.2,"Adventure, Comedy, Family",85 min,Alex Zamm,"Marcus Coloma,Erin Cahill,Susan Blakely,Lupe Ontiveros,","3,459",
481,Prom (2011),5.4,"Comedy, Drama, Family",104 min,Joe Nussbaum,"Aimee Teegarden,Thomas McDonell,DeVaughn Nixon,Danielle Campbell,","14,830",PG
482,Secret of the Wings (2012),7.1,"Animation, Family, Fantasy",75 min,Roberts Gannaway,"Peggy Holmes,Mae Whitman,Lucy Hale,Timothy Dalton,Jeff Bennett,","10,684",
483,Girl Vs,5.5,"Action, Adventure, Comedy",89 min,Stuart Gillard,"Olivia Holt,Kerris Dorsey,Brendan Meyer,Katherine McNamara,","2,659",
484,Santa Paws 2: The Santa Pups (2012),4.9,"Adventure, Family",88 min,Robert Vince,"Cheryl Ladd,George Newbern,Danny Woodburn,Obba Babatundé,","1,177",
485,Sofia the First (2012–2018)  Episode: Once Upon a Princess (2012),6.7,"Animation, Adventure, Family",47 min,Jamie Mitchell,"Ariel Winter,Sara Ramirez,Jim Cummings,Jess Harnell,",906,
486,Radio Rebel (2012 TV Movie),5.9,"Comedy, Drama, Family",85 min,Peter Howitt,"Debby Ryan,Sarena Parmar,Adam DiMarco,Atticus Mitchell,","8,583",
487,Let It Shine (2012 TV Movie),6.4,"Drama, Family, Music",104 min,Paul Hoen,"Tyler James Williams,Coco Jones,Trevor Jackson,Brandon Mychal Smith,","2,974",
488,Beverly Hills Chihuahua 3: Viva La Fiesta! (2012 Video),4.4,"Adventure, Comedy, Family",89 min,Lev L. Spiro,"Marcus Coloma,Erin Cahill,Cedric Yarbrough,Frances Fisher,","1,722",
489,Treasure Buddies (2012 Video),4.5,"Comedy, Family",93 min,Robert Vince,"Tucker Albrizzi,Adam Alexi-Malle,Tim Conway,Mason Cook,","1,629",G
490,Kari-gurashi no Arietti (2010),7.6,"Animation, Adventure, Family",94 min,Hiromasa Yonebayashi,"Amy Poehler,Mirai Shida,Ryûnosuke Kamiki,Tatsuya Fujiwara,","80,991",U
491,Frankenweenie (2012),6.9,"Animation, Comedy, Family",87 min,Tim Burton,"Winona Ryder,Catherine O'Hara,Martin Short,Martin Landau,","98,471",U
492,Wreck-It Ralph (2012),7.7,"Animation, Adventure, Comedy",101 min,Rich Moore,"John C. Reilly,Jack McBrayer,Jane Lynch,Sarah Silverman,","380,336",U
493,Frenemies (2012 TV Movie),5,"Comedy, Drama, Family",87 min,Daisy von Scherler Mayer,"Bella Thorne,Zendaya,Mary Mouser,Nick Robinson,","4,224",
494,The Odd Life of Timothy Green (2012),6.6,"Comedy, Drama, Family",105 min,Peter Hedges,"Jennifer Garner,Joel Edgerton,CJ Adams,Odeya Rush,","44,971",PG
495,John Carter (2012),6.6,"Action, Adventure, Sci-Fi",132 min,Andrew Stanton,"Taylor Kitsch,Lynn Collins,Willem Dafoe,Samantha Morton,","254,939",UA
496,Brave (2012),7.1,"Animation, Adventure, Comedy",93 min,Mark Andrews,"Brenda Chapman,Steve Purcell,Kelly Macdonald,Billy Connolly,Emma Thompson,Julie Walters,","373,404",U
497,Monsters University (2013),7.3,"Animation, Adventure, Comedy",104 min,Dan Scanlon,"Billy Crystal,John Goodman,Steve Buscemi,Helen Mirren,","322,623",U
498,Teen Beach Movie (2013 TV Movie),5.9,"Family, Fantasy, Musical",110 min,Jeffrey Hornaday,"Ross Lynch,Maia Mitchell,Gracie Gillam,Garrett Clayton,","9,706",
499,Saving Mr,7.5,"Biography, Comedy, Drama",125 min,John Lee Hancock,"Emma Thompson,Tom Hanks,Annie Rose Buckley,Colin Farrell,","152,164",U
500,Planes (2013),,"Animation, Adventure, Comedy",91 min,Klay Hall,"Carlos Alazraqui,Dane Cook,Stacy Keach,Brad Garrett,","42,386",U
501,Super Buddies (2013 Video),,Family,81 min,Robert Vince,"Trey Loney,John Ratzenberger,Michael Teigen,Sam Adler,","1,179",G
502,Frozen (I) (2013),7.4,"Animation, Adventure, Comedy",102 min,Chris Buck,"Jennifer Lee,Kristen Bell,Idina Menzel,Jonathan Groff,Josh Gad,","572,928",U
503,Oz the Great and Powerful (2013),6.3,"Adventure, Family, Fantasy",130 min,Sam Raimi,"James Franco,Michelle Williams,Rachel Weisz,Mila Kunis,","199,095",UA
504,The Lone Ranger (2013),6.4,"Action, Adventure, Western",150 min,Gore Verbinski,"Johnny Depp,Armie Hammer,William Fichtner,Tom Wilkinson,","221,480",UA
505,How to Build a Better Boy (2014 TV Movie),5.5,"Comedy, Family, Sci-Fi",90 min,Paul Hoen,"China Anne McClain,Kelli Berglund,Marshall Williams,Matt Shively,","2,708",
506,Zapped (2014 TV Movie),5.1,"Comedy, Family, Fantasy",102 min,Peter DeLuise,"Zendaya,Chanelle Peloso,Spencer Boldman,Emilia McCarthy,","4,178",
507,Cloud 9 (2014 TV Movie),6.6,"Drama, Family, Sport",85 min,Paul Hoen,"Luke Benward,Dove Cameron,Mike Manning,Kiersey Clemons,","4,025",
508,The Pirate Fairy (2014 Video),6.6,"Animation, Adventure, Family",78 min,Peggy Holmes,"Mae Whitman,Christina Hendricks,Tom Hiddleston,Lucy Liu,","12,107",G
509,Into the Woods (2014),5.9,"Adventure, Comedy, Drama",125 min,Rob Marshall,"Anna Kendrick,Meryl Streep,Chris Pine,Emily Blunt,","132,582",PG
510,"Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014)",6.2,"Comedy, Family",81 min,Miguel Arteta,"Steve Carell,Jennifer Garner,Ed Oxenbould,Dylan Minnette,","40,865",PG
511,Million Dollar Arm (2014),7,"Biography, Drama, Sport",124 min,Craig Gillespie,"Jon Hamm,Aasif Mandvi,Alan Arkin,Suraj Sharma,","43,573",PG
512,Planes: Fire & Rescue (2014),6,"Animation, Adventure, Comedy",83 min,Roberts Gannaway,"Dane Cook,Ed Harris,Julie Bowen,Curtis Armstrong,","16,664",U
513,Big Hero 6 (2014),7.8,"Animation, Action, Adventure",102 min,Don Hall,"Chris Williams,Ryan Potter,Scott Adsit,Jamie Chung,T.J. Miller,","411,135",U
514,Muppets Most Wanted (2014),6.4,"Adventure, Comedy, Crime",107 min,James Bobin,"Ricky Gervais,Ty Burrell,Tina Fey,Steve Whitmire,","31,781",U
515,Maleficent (2014),7,"Action, Adventure, Family",97 min,Robert Stromberg,"Angelina Jolie,Elle Fanning,Sharlto Copley,Lesley Manville,","344,604",U
516,"McFarland, USA (2015)",7.4,"Biography, Drama, Sport",129 min,Niki Caro,"Kevin Costner,Maria Bello,Ramiro Rodriguez,Carlos Pratts,","35,464",PG
517,Teen Beach 2 (2015 TV Movie),6.1,"Family, Fantasy, Musical",104 min,Jeffrey Hornaday,"Ross Lynch,Maia Mitchell,Gracie Gillam,Garrett Clayton,","3,847",
518,Tinker Bell and the Legend of the NeverBeast (2014 Video),7.2,"Animation, Adventure, Family",76 min,Steve Loter,"Ginnifer Goodwin,Mae Whitman,Rosario Dawson,Lucy Liu,","7,563",G
519,Bad Hair Day (2015 TV Movie),5.9,"Adventure, Comedy, Family",87 min,Erik Canuel,"Laura Marano,Leigh-Allyn Baker,Christian Campbell,Alain Goulem,","2,697",
520,Descendants (2015 TV Movie),6.4,"Comedy, Family, Fantasy",112 min,Kenny Ortega,"Dove Cameron,Cameron Boyce,Booboo Stewart,Sofia Carson,","16,240",
521,Tomorrowland (2015),6.4,"Action, Adventure, Family",130 min,Brad Bird,"George Clooney,Britt Robertson,Hugh Laurie,Raffey Cassidy,","172,127",PG
522,Inside Out (I) (2015),8.1,"Animation, Adventure, Comedy",95 min,Pete Docter,"Ronnie Del Carmen,Amy Poehler,Bill Hader,Lewis Black,Mindy Kaling,","616,638",U
523,Cinderella (I) (2015),6.9,"Drama, Family, Fantasy",105 min,Kenneth Branagh,"Lily James,Cate Blanchett,Richard Madden,Helena Bonham Carter,","160,997",U
524,The Good Dinosaur (2015),6.7,"Animation, Adventure, Comedy",93 min,Peter Sohn,"Jeffrey Wright,Frances McDormand,Maleah Nipay-Padilla,Ryan Teeple,","102,194",U
525,Moana (I) (2016),7.6,"Animation, Adventure, Comedy",107 min,Ron Clements,"John Musker,Don Hall,Chris Williams,Auli'i Cravalho,Dwayne Johnson,Rachel House,Temuera Morrison,","272,960",U
526,The Jungle Book (2016),7.4,"Adventure, Drama, Family",106 min,Jon Favreau,"Neel Sethi,Bill Murray,Ben Kingsley,Idris Elba,","259,227",UA
527,Alice Through the Looking Glass (2016),6.2,"Adventure, Family, Fantasy",113 min,James Bobin,"Mia Wasikowska,Johnny Depp,Helena Bonham Carter,Anne Hathaway,","93,868",U
528,Zootopia (2016),8,"Animation, Adventure, Comedy",108 min,Byron Howard,"Rich Moore,Jared Bush,Ginnifer Goodwin,Jason Bateman,Idris Elba,Jenny Slate,","434,344",U
529,Finding Dory (2016),7.3,"Animation, Adventure, Comedy",97 min,Andrew Stanton,"Angus MacLane,Ellen DeGeneres,Albert Brooks,Ed O'Neill,Kaitlin Olson,","240,870",U
530,Queen of Katwe (2016),7.4,"Biography, Drama, Sport",124 min,Mira Nair,"Madina Nalwanga,David Oyelowo,Lupita Nyong'o,Martin Kabanza,","15,607",PG
531,Adventures in Babysitting (2016 TV Movie),6,"Adventure, Comedy, Family",105 min,John Schultz,"Sabrina Carpenter,Sofia Carson,Nikki Hahn,Mallory James Mahoney,","3,084",
532,Pete's Dragon (2016),6.7,"Action, Adventure, Comedy",102 min,David Lowery,"Bryce Dallas Howard,Robert Redford,Oakes Fegley,Oona Laurence,","54,158",UA
533,The Finest Hours (2016),6.8,"Action, Drama, History",117 min,Craig Gillespie,"Chris Pine,Casey Affleck,Ben Foster,Eric Bana,","62,021",U
534,The Swap (2016 TV Movie),6.1,"Comedy, Family, Fantasy",100 min,Jay Karas,"Peyton List,Jacob Bertrand,Claire Rankin,Darrin Rose,","1,725",
535,The BFG (2016),6.4,"Adventure, Family, Fantasy",117 min,Steven Spielberg,"Mark Rylance,Ruby Barnhill,Penelope Wilton,Jemaine Clement,","77,732",UA
536,Cars 3 (2017),6.7,"Animation, Adventure, Comedy",102 min,Brian Fee,"Owen Wilson,Cristela Alonzo,Chris Cooper,Nathan Fillion,","76,638",U
537,Coco (I) (2017),8.4,"Animation, Adventure, Family",105 min,Lee Unkrich,"Adrian Molina,Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,Alanna Ubach,","384,649",U
538,Pirates of the Caribbean: Dead Men Tell No Tales (2017),6.5,"Action, Adventure, Fantasy",129 min,Joachim Rønning,"Espen Sandberg,Johnny Depp,Geoffrey Rush,Javier Bardem,Orlando Bloom,","263,960",UA
539,Descendants 2 (2017 TV Movie),6.5,"Action, Adventure, Family",111 min,Kenny Ortega,"Dove Cameron,Cameron Boyce,Sofia Carson,Booboo Stewart,","8,544",
540,Beauty and the Beast (I) (2017),7.1,"Family, Fantasy, Musical",129 min,Bill Condon,"Emma Watson,Dan Stevens,Luke Evans,Josh Gad,","274,633",UA
541,Toy Story 4 (2019),7.8,"Animation, Adventure, Comedy",100 min,Josh Cooley,"Tom Hanks,Tim Allen,Annie Potts,Tony Hale,","203,413",U
